workerid,exp_condition,sent_condition,sentence,typed_sentence,correctly_typed,seen_sentence,picture,picture_description,bpassive_active_other,passive_active_other,seen_picture,Answer.time_in_minutes,Answer.practice,item,trial_type,slide_number
21,passive,passive,The ship was damaged by the pier,THE SHIP WAS DAMAGED BY THE PIER,1,No,13,THE DOG FOLLOW TO THE POSTMAN,Other ,Other ,No,49.77953333,The girl is skiping,ship,target,18
21,passive,passive,The lumberjack was struck by the giant redwood tree,THE LUMBERJACK WAS STRUCK BY THE GIANT REDWOOD TREE,1,No,1,THE BALL IS SUDDENLY BROKAN THE HEAD,Other ,Other ,No,49.77953333,The girl is skiping,lumberjack,target,20
21,passive,active,The construction worker drove the bulldozer,THE CONSTRUCTION WORKER DROVE THE BULLDOZER,1,No,16,THERE ARE ONE PERSON PLAYING THE SCATTING BOARD,Other ,Other ,No,49.77953333,The girl is skiping,worker,target,22
21,passive,passive,The stockbroker was sued by the client,THE STOCKBROKER WAS SUED BY THE  CILENT,1,No,27,THE MAN IS PLAYING,Other ,Other ,No,49.77953333,The girl is skiping,stockbroker,target,24
21,passive,active,The escaping prisoner avoided the guard tower,THE ESCAPING PRISONER AVOIDED THE GUARD TOWER,1,No,19,THE GIRL IS KICKED THE BOY,Other ,Other ,No,49.77953333,The girl is skiping,prisoner,target,26
21,passive,active,The bum circled the bushes,THE BUM CIRCLED THE BUSHES,1,No,31,THE CHEF GIVING THE LEAF TO THE ANOTHER PERSON,Other ,Other ,No,49.77953333,The girl is skiping,bum,target,28
21,passive,active,The young woman admired the lake,The young woman admired the lake,1,No,17,I SAW A WHALE,Other ,Other ,No,49.77953333,The girl is skiping,young_woman,target,30
21,passive,active,The minister fixed the broken stained glass window,The minister fixed the broken stained glass window,1,No,4,BROKEN HERE,Other ,Other ,No,49.77953333,The girl is skiping,minister,target,32
21,passive,active,The dictator trusted the general,The dictator trusted the general,1,No,9,THE ALARAM IS RANGING,Other ,Other ,No,49.77953333,The girl is skiping,dictator,target,34
21,passive,passive,The woman was stung by the jellyfish,The woman was stung by the jellyfish,1,No,11,I SAW AN ACCIDENT,Other ,Other ,No,49.77953333,The girl is skiping,woman,target,36
21,passive,active,The councilman opened the new building,The councilman opened the new building,1,No,26,I SAW A TWO MEN,Other ,Other ,No,49.77953333,The girl is skiping,councilman,target,38
21,passive,passive,The princess was delighted by the palace's old gate,"""The princess was delighted by the palaces old gate""",1,No,28,THE CAP IS FLYING,Other ,Other ,No,49.77953333,The girl is skiping,princess,target,40
21,passive,active,The surfer watched the stormy sea,The freezing rain made the streets slippery,1,No,24,THE MAN IS KICKING THE ANOTHER PERSON,A,A,No,49.77953333,The girl is skiping,surfer,target,42
21,passive,passive,The nymphs were soaked by the waterfall,The nymphs were soaked by the waterfall,1,No,23,THERE ARE BOXING,Other ,Other ,No,49.77953333,The girl is skiping,nymphs,target,44
21,passive,passive,The foreigner was confused by the blinking traffic light,The foreigner was confused by the blinking traffic light,1,No,14,I SAW WHALE,Other ,Other ,No,49.77953333,The girl is skiping,foreigner,target,46
21,passive,passive,The students were bankrupted by the new sports complex,STUDIES,0,No,20,BOY BROKON HEART,Other ,Other ,No,49.77953333,The girl is skiping,students,target,48
21,passive,active,The new graduate joined the software company,HONEST,0,No,25, HONEST,Other ,Other ,No,49.77953333,The girl is skiping,graduate,target,50
21,passive,passive,The grandmother was pleased by the flowers, HONEST,0,No,2, HONEST,Other ,Other ,No,49.77953333,The girl is skiping,grandmother,target,52
21,passive,active,The fishermen damaged the buoy, HONEST,0,No,7, HONEST,Other ,Other ,No,49.77953333,The girl is skiping,fishermen,target,54
21,passive,passive,The bag lady was caught by the revolving door, HONEST,0,No,29, HONEST,Other ,Other ,No,49.77953333,The girl is skiping,lady,target,56
21,passive,passive,The children were deafened by the church organ, HONEST,0,No,21, HONEST,Other ,Other ,No,49.77953333,The girl is skiping,children,target,58
21,passive,passive,The secretary was splashed by the drinking fountain, HONEST,0,No,12, HONEST,Other ,Other ,No,49.77953333,The girl is skiping,secretary,target,60
21,passive,active,The patron destroyed the jukebox in the bar, HONEST,0,No,15, HONEST,Other ,Other ,No,49.77953333,The girl is skiping,patron,target,62
21,passive,passive,The dog was protected by the fence, HONEST,0,No,32, HONEST,Other ,Other ,No,49.77953333,The girl is skiping,dog,target,64
21,passive,active,The senator unveiled the statue, HONEST,0,No,5, HONEST,Other ,Other ,No,49.77953333,The girl is skiping,senator,target,66
21,passive,active,The businessman left the airline ticket counter, HONEST,0,No,6, HONEST,Other ,Other ,No,49.77953333,The girl is skiping,businessman,target,68
22,passive,active,The stockbroker impressed the client,The stockbroker impressed the client,1,No,14,"""The man is floating into a whales open mouth.""",Other ,Other ,No,45.73515,The girl is skipping rope.,stockbroker,target,6
22,passive,active,The grandmother liked the flowers,The grandmother liked the flowers,1,No,25,A demon is poking a flying angel with a spear.,A,A,No,45.73515,The girl is skipping rope.,grandmother,target,8
22,passive,active,The missing geologist underestimated the volcano,The missing geologist underestimated the volcano,1,No,20,A rock hits a man on the head.,A,A,No,45.73515,The girl is skipping rope.,geologist,target,10
22,passive,active,The surfer watched the stormy sea,The surfer watched the stormy sea,1,No,8,The man is getting stung on the hand by a bee.,BP,BP,No,45.73515,The girl is skipping rope.,surfer,target,12
22,passive,passive,The bum was scratched by the bushes,The bum was scratched by the bushes,1,No,13,A dog is chasing the mailman.,A,A,No,45.73515,The girl is skipping rope.,bum,target,14
22,passive,active,The councilman opened the new building,The councilman opened the new building,1,No,30,A ballerina is tripping a boxer and smiling.,A,A,No,45.73515,The girl is skipping rope.,councilman,target,16
22,passive,active,The students tried the new sports complex,The students tried the new sports complex,1,No,5,A tornado is ripping through the barn.,Other ,Other ,No,45.73515,The girl is skipping rope.,students,target,18
22,passive,passive,The Cub Scouts were warmed by the campfire,The Cub Scouts were warmed by the campfire,1,No,21,A woman is spooked by a Jack-in-the-box.,BP,BP,No,45.73515,The girl is skipping rope.,scouts,target,20
22,passive,passive,The fishermen were startled by the buoy,The fishermen were startled by the buoy,1,No,32,A pirate is slapping a sailor.,A,A,No,45.73515,The girl is skipping rope.,fishermen,target,22
22,passive,passive,The engineers were appalled by the monument,The engineers were appalled by the monument,1,No,17,A man is attacked by a shark.,BP,BP,No,45.73515,The girl is skipping rope.,engineers,target,24
22,passive,active,The foreigner misunderstood the blinking traffic light,The foreigner misunderstood the blinking traffic light,1,No,7,This is a car being towed.,Other ,Other ,No,45.73515,The girl is skipping rope.,foreigner,target,26
22,passive,passive,The Dalmatian was pursued by the fire truck,The Dalmatian was pursued by the fire truck,1,No,2,A rock hits a man on the head.,A,A,No,45.73515,The girl is skipping rope.,Dalmatian,target,28
22,passive,passive,The 747 was radioed by the airport control tower,The 747 was radioed by the airport control tower,1,No,6,The church steeple is being struck by lightening.,BP,BP,No,45.73515,The girl is skipping rope.,747,target,30
22,passive,passive,The children were deafened by the church organ,The children were deafened by the church organ,1,No,16,A woman is pushing a man on a sled.,A,A,No,45.73515,The girl is skipping rope.,children,target,32
22,passive,active,The escaping prisoner avoided the guard tower,The escaping prisoner avoided the guard tower,1,No,31,"""The chef is ticling a bandits foot with a feather.""",A,A,No,45.73515,The girl is skipping rope.,prisoner,target,34
22,passive,active,The construction worker drove the bulldozer,The construction worker drove the bulldozer,1,No,9,The man is awoken by an alarm clock.,BP,BP,No,45.73515,The girl is skipping rope.,worker,target,36
22,passive,passive,The minister was cut by the broken stained glass window,The minister was cut by the broken stained glass window,1,No,29,A woman in a bathing suit is about to be hit by a wave.,BP,BP,No,45.73515,The girl is skipping rope.,minister,target,38
22,passive,active,The ship approached the pier,The ship approached the pier,1,No,4,The building is being demolished by a wrecking ball.,BP,BP,No,45.73515,The girl is skipping rope.,ship,target,40
22,passive,active,The princess renovated the palace's old gate,"""The princess renovated the palaces old gate""",1,No,10,A man in a swimsuit is about to be pummeled by a wave.,BP,BP,No,45.73515,The girl is skipping rope.,princess,target,42
22,passive,active,The dictator trusted the general,The dictator trusted the general,1,No,28,"""The mans hat is being blown off from heavy winds.""",Other,P,No,45.73515,The girl is skipping rope.,dictator,target,44
22,passive,active,The businessman left the airline ticket counter,The businessman left the airline ticket counter,1,No,15,The fireman is rescuing a crying baby.,A,A,No,45.73515,The girl is skipping rope.,businessman,target,46
22,passive,passive,The scientist was inspired by the apple tree,The scientist was inspired by the apple tree,1,No,1,The boy is hit by a ball on the back of his head.,BP,BP,No,45.73515,The girl is skipping rope.,scientist,target,48
22,passive,passive,The lumberjack was struck by the giant redwood tree,The lumberjack was struck by the giant redwood tree,1,No,24,the sailor is king the soldier in the pants - and smiling.,Other ,Other ,No,45.73515,The girl is skipping rope.,lumberjack,target,50
22,passive,passive,The bag lady was caught by the revolving door,The bag lady was caught by the revolving door,1,No,18,A woman is kissing the man on the cheek.,A,A,No,45.73515,The girl is skipping rope.,lady,target,52
22,passive,passive,The senator was awed by the statue,The senator was awed by the statue,1,No,27,A golfer is struck by lightening.,BP,BP,No,45.73515,The girl is skipping rope.,senator,target,54
22,passive,active,The young woman admired the lake,The young woman admired the lake,1,No,11,A cop is struck by an ambulance van.,BP,BP,No,45.73515,The girl is skipping rope.,young_woman,target,56
22,passive,passive,The woman was stung by the jellyfish,The woman was stung by the jellyfish,1,No,12,A bus is colliding with a train.,Other ,Other ,No,45.73515,The girl is skipping rope.,woman,target,58
22,passive,active,The secretary cleaned the drinking fountain,The secretary cleaned the drinking fountain,1,No,26,A man in a boat is rescuing a woman in turbulent waters.,A,A,No,45.73515,The girl is skipping rope.,secretary,target,60
22,passive,active,The dog jumped the fence,The dog jumped the fence,1,No,3,An ambulance is struck from behind by a speeding car.,BP,BP,No,45.73515,The girl is skipping rope.,dog,target,62
22,passive,passive,The patron was annoyed by the jukebox in the bar,The patron was annoyed by the jukebox in the bar,1,No,22,A horse is kicking a cow in the rear.,A,A,No,45.73515,The girl is skipping rope.,patron,target,64
22,passive,passive,The nymphs were soaked by the waterfall,The nymphs were soaked by the waterfall,1,No,19,A woman is kicking a man in the pants.,A,A,No,45.73515,The girl is skipping rope.,nymphs,target,66
22,passive,passive,The new graduate was hired by the software company,The new graduate was hired by the software company,1,No,23,The boxer hits the referee.,A,A,No,45.73515,The girl is skipping rope.,graduate,target,68
23,by-locative,by-locative,The scientist was sleeping by the apple tree,The scientist was sleeping by the apple tree,1,No,16,The boy pushes the other boy on a sled.,A,A,No,31.48775,The girl in a cast jumps rope.,scientist,target,6
23,by-locative,active,The Cub Scouts enjoyed the camp fire,The Cub Scouts enjoyed the camp fire,1,No,14,The whale swallows the swimming man.,A,A,No,31.48775,The girl in a cast jumps rope.,scouts,target,8
23,by-locative,by-locative,The surfer was sprinting by the stormy sea,The surfer was sprinting by the stormy sea,1,No,27,Lightning strikes the golfing man.,A,A,No,31.48775,The girl in a cast jumps rope.,surfer,target,10
23,by-locative,active,The senator unveiled the statue,The senator unveiled the statue,1,No,4,The wrecking ball knocks down the building.,A,A,No,31.48775,The girl in a cast jumps rope.,senator,target,12
23,by-locative,active,The engineers criticized the monument,The engineers criticized the monument,1,No,11,The ambulance hits the police officer.,A,A,No,31.48775,The girl in a cast jumps rope.,engineers,target,14
23,by-locative,active,The ship approached the pier,The ship approached the pier,1,No,32,The pirate slaps the sailor.,A,A,No,31.48775,The girl in a cast jumps rope.,ship,target,16
23,by-locative,active,The 747 radioed the airport control tower,The 747 radioed the airport control tower,1,No,9,The alarm wakes the sleeping man.,A,A,No,31.48775,The girl in a cast jumps rope.,747,target,18
23,by-locative,by-locative,The missing geologist was wandering by the volcano,The missing geologist was wandering by the volcano,1,No,1,The ball hits the boy in the back of the head.,A,A,No,31.48775,The girl in a cast jumps rope.,geologist,target,20
23,by-locative,active,The councilman opened the new building,The councilman opened the new building,1,No,30,The dancing woman trips the boxer.,A,A,No,31.48775,The girl in a cast jumps rope.,councilman,target,22
23,by-locative,by-locative,The secretary was tripping by the drinking fountain,The secretary was tripping by the drinking fountain,1,No,29,The swimmer stands in the water next to the wave.,Other ,Other ,No,31.48775,The girl in a cast jumps rope.,secretary,target,24
23,by-locative,active,The foreigner misunderstood the blinking traffic light,The foreigner misunderstood the blinking traffic light,1,No,20,The rock hits the boy on the head.,A,A,No,31.48775,The girl in a cast jumps rope.,foreigner,target,26
23,by-locative,by-locative,The young woman was walking by the lake,The young woman was walking by the lake,1,No,28,"""The wind blows the mans hat off.""",A,A,No,31.48775,The girl in a cast jumps rope.,young_woman,target,28
23,by-locative,active,The dictator trusted the general,The dictator trusted the general,1,No,7,The tow truck tows the car.,A,A,No,31.48775,The girl in a cast jumps rope.,dictator,target,30
23,by-locative,by-locative,The minister was praying by the broken stained glass window,The minister was praying by the broken stained glass window,1,No,17,The shark is about the bite the swimmer.,A,A,No,31.48775,The girl in a cast jumps rope.,minister,target,32
23,by-locative,by-locative,The construction worker was digging by the bulldozer,The construction worker was digging by the bulldozer,1,No,10,The wave is about to hit the swimming man.,A,A,No,31.48775,The girl in a cast jumps rope.,worker,target,34
23,by-locative,active,The fishermen damaged the buoy,The fishermen damaged the buoy,1,No,23,The boxer punches the referee. ,A,A,No,31.48775,The girl in a cast jumps rope.,fishermen,target,36
23,by-locative,active,The lumberjack struck the giant redwood tree,The lumberjack struck the giant redwood tree,1,Yes,2,"""The boulder falls off the ledge onto the mans head.""",Other ,Other ,No,31.48775,The girl in a cast jumps rope.,lumberjack,target,38
23,by-locative,by-locative,The new graduate was driving by the software company,The new graduate was driving by the software company,1,No,22,The horse kicks the cow.,A,A,No,31.48775,The girl in a cast jumps rope.,graduate,target,40
23,by-locative,active,The dog jumped the fence,The dog jumped the fence,1,No,21,The jack in the box scares the girl.,A,A,No,31.48775,The girl in a cast jumps rope.,dog,target,42
23,by-locative,active,The princess renovated the palace's old gate,"""The princess renovated the palaces old gate""",1,No,26,The boy in the boat saves the drowning girl.,A,A,No,31.48775,The girl in a cast jumps rope.,princess,target,44
23,by-locative,by-locative,The stockbroker was sitting by the client,The stockbroker was sitting by the client,1,No,3,The car hits the ambulance in the back.,A,A,No,31.48775,The girl in a cast jumps rope.,stockbroker,target,46
23,by-locative,by-locative,The grandmother was sketching by the flowers,The grandmother was sketching by the flowers,1,No,31,"""The chef tickled the criminals foot with a leaf.""",A,A,No,31.48775,The girl in a cast jumps rope.,grandmother,target,48
23,by-locative,active,The bum circled the bushes,The bum circled the bushes,1,No,25,The devil pokes the angel with a pitchfork.,A,A,No,31.48775,The girl in a cast jumps rope.,bum,target,50
23,by-locative,by-locative,The businessman was waiting by the airline ticket counter,The businessman was waiting by the airline ticket counter,1,No,5,The tornado destroys the barn.,A,A,No,31.48775,The girl in a cast jumps rope.,businessman,target,52
23,by-locative,active,The Dalmatian chased the fire truck,The Dalmatian chased the fire truck,1,No,12,The train hits the school bus.,A,A,No,31.48775,The girl in a cast jumps rope.,Dalmatian,target,54
23,by-locative,by-locative,The nymphs were bathing by the waterfall,The nymphs were bathing by the waterfall,1,No,19,The girl kicks the boy in the butt.,A,A,No,31.48775,The girl in a cast jumps rope.,nymphs,target,56
23,by-locative,by-locative,The woman was swimming by the jellyfish,The woman was swimming by the jellyfish,1,No,6,Lightning strikes the cross atop tthe church.,A,A,No,31.48775,The girl in a cast jumps rope.,woman,target,58
23,by-locative,active,The children disliked the church organ,The children disliked the church organ,1,No,8,The bee stings the man on the hand.,A,A,No,31.48775,The girl in a cast jumps rope.,children,target,60
23,by-locative,by-locative,The escaping prisoner was hiding by the guard tower,The escaping prisoner was hiding by the guard tower,1,No,24,The sailor kicks the man in the butt.,A,A,No,31.48775,The girl in a cast jumps rope.,prisoner,target,62
23,by-locative,by-locative,The students were working by the new sports complex,The students were working by the new sports complex,1,No,15,The fireman saves the baby from the burning building.,A,A,No,31.48775,The girl in a cast jumps rope.,students,target,64
23,by-locative,active,The patron destroyed the jukebox in the bar,The patron destroyed the jukebox in the bar,1,No,13,The dog chases the mailman. ,A,A,No,31.48775,The girl in a cast jumps rope.,patron,target,66
23,by-locative,by-locative,The bag lady was falling by the revolving door,The bag lady was falling by the revolving door,1,No,18,The woman kisses the man on the cheek.,A,A,No,31.48775,The girl in a cast jumps rope.,lady,target,68
24,passive,active,The bum circled the bushes,The bum circled the bushes,1,No,12,The train is colliding with the bus.,Other ,Other ,No,32.69301667,The girl is jumping rope wearing a leg cast.,bum,target,6
24,passive,passive,The fishermen were startled by the buoy,The fishermen were startled by the buoy,1,No,9,The man is awoken by the loud alarm clock.,BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,fishermen,target,8
24,passive,passive,The young woman was calmed by the lake,The young woman was calmed by the lake,1,No,8,The old man is being stung by a bee.,BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,young_woman,target,10
24,passive,active,The princess renovated the palace's old gate,"""The princess renovated the palaces old gate""",1,No,15,The fireman is rescuing a baby from the house.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,princess,target,12
24,passive,active,The businessman left the airline ticket counter,The businessman left the airline ticket counter,1,No,28,The man lost is hat in the strong wind.,Other ,Other ,No,32.69301667,The girl is jumping rope wearing a leg cast.,businessman,target,14
24,passive,active,The patron destroyed the jukebox in the bar,The patron destroyed the jukebox in the bar,1,No,2,"""A rock is falling on the mans head.""",Other ,Other ,No,32.69301667,The girl is jumping rope wearing a leg cast.,patron,target,16
24,passive,active,The surfer watched the stormy sea,The surfer watched the stormy sea,1,No,30,The boxer is being tripped by the dancer.,BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,surfer,target,18
24,passive,passive,The children were deafened by the church organ,The children were deafened by the church organ,1,No,5,The barn is being destroyed by a tornado.,BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,children,target,20
24,passive,active,The nymphs saw the waterfall,The nymphs saw the waterfall,1,No,17,The man in the water is being attacked by a shark.,BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,nymphs,target,22
24,passive,passive,The grandmother was pleased by the flowers,The grandmother was pleased by the flowers,1,No,1,The baseball player is hit in the back of the head by a baseball.,BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,grandmother,target,24
24,passive,active,The new graduate joined the software company,The new graduate joined the software company,1,No,23,The strong boxer punches the referee in the face.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,graduate,target,26
24,passive,active,The scientist examined the apple tree,The scientist examined the apple tree,1,No,16,The girl pushes the boy on a sled.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,scientist,target,28
24,passive,passive,The minister was cut by the broken stained glass window,The minister was cut by the broken stained glass window,1,No,22,"""The horse kicks the cow with its hind legs.""",A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,minister,target,30
24,passive,active,The ship approached the pier,The ship approached the pier,1,No,27,The golfer is struck in the head by lightning.,BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,ship,target,32
24,passive,passive,The construction worker was hit by the bulldozer,The construction worker was hit by the bulldozer,1,No,18,The woman kisses the man on the cheek.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,worker,target,34
24,passive,active,The escaping prisoner avoided the guard tower,The escaping prisoner avoided the guard tower,1,No,3,The car collides with the ambulance from the rear.,Other ,Other ,No,32.69301667,The girl is jumping rope wearing a leg cast.,prisoner,target,36
24,passive,active,The foreigner misunderstood the blinking traffic light,The foreigner misunderstood the blinking traffic light,1,No,31,The chef tickles the burglers bare foot with a leaf.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,foreigner,target,38
24,passive,passive,The bag lady was caught by the revolving door,The bag lady was caught by the revolving door,1,No,4,The crane hits the building with a wrecking ball.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,lady,target,40
24,passive,active,The stockbroker impressed the client,The stockbroker impressed the client,1,No,19,The woman kicks the man in the rear end.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,stockbroker,target,42
24,passive,passive,The Cub Scouts were warmed by the campfire,The Cub Scouts were warmed by the campfire,1,No,24,The sailer kicks the soldier in the rear end.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,scouts,target,44
24,passive,passive,The lumberjack was struck by the giant redwood tree,The lumberjack was struck by the giant redwood tree,1,No,25,"""The angel is stabbed in the back by the demons trident.""",BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,lumberjack,target,46
24,passive,active,The councilman opened the new building,The councilmen opened the new building,1,No,7,The car is towed by the tow truck.,BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,councilman,target,48
24,passive,passive,The dictator was overthrown by the general,The dictator was overthrown by the general,1,No,20,"""A rock bounces off of the mans head.""",Other ,Other ,No,32.69301667,The girl is jumping rope wearing a leg cast.,dictator,target,50
24,passive,passive,The engineers were appalled by the monument,The engineers were appaled by the monument,1,No,11,The police officer is hit from behind by the ambulance.,BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,engineers,target,52
24,passive,passive,The 747 was radioed by the airport control tower,The 747 was radioed by the airport control tower,1,No,21,The jack in the box pops out and scared the dressed woman.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,747,target,54
24,passive,passive,The dog was protected by the fence,The dog was protected by the fence,1,No,26,The sailer pulls the woman out of the water.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,dog,target,56
24,passive,active,The Dalmatian chased the fire truck,The Dalmation chased the fire truck,1,No,13,The mailperson is chased by the dog.,BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,Dalmatian,target,58
24,passive,passive,The students were bankrupted by the new sports complex,The students were bankrupted by the new sports complex,1,No,29,The woman is in the water getting hit by a wave.,Other ,Other ,No,32.69301667,The girl is jumping rope wearing a leg cast.,students,target,60
24,passive,passive,The missing geologist was smothered by the volcano,The missing geologist was smothered by the volcano,1,No,14,The whale is about to eat a swimming man.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,geologist,target,62
24,passive,active,The secretary cleaned the drinking fountain,The secretary cleaned the drinking fountain,1,No,32,The pirate slaps the sailer in the face.,A,A,No,32.69301667,The girl is jumping rope wearing a leg cast.,secretary,target,64
24,passive,passive,The woman was stung by the jellyfish,The woman was stung by the jellyfish,1,No,10,The man is in the watter about to get hit by a wave.,Other ,Other ,No,32.69301667,The girl is jumping rope wearing a leg cast.,woman,target,66
24,passive,active,The senator unveiled the statue,The senator unveiled the statue,1,No,6,The cross atop the church is being struck by lightning.,BP,BP,No,32.69301667,The girl is jumping rope wearing a leg cast.,senator,target,68
25,non-by-locative,active,The senator unveiled the statue,The senator unveiled the statue,1,No,7,The tow truck tows the car.,A,A,No,42.1666,The girl is using a jump rope.,senator,target,6
25,non-by-locative,non-by-locative,The children have played beside the church organ,The children have played beside the church organ,1,No,22,The horse is kicking the cow.,A,A,No,42.1666,The girl is using a jump rope.,children,target,8
25,non-by-locative,non-by-locative,The dog has barked behind the fence,The dog has barked behind the fence,1,No,24,The sailor kicks the marine.,A,A,No,42.1666,The girl is using a jump rope.,dog,target,10
25,non-by-locative,active,The minister fixed the broken stained glass window,The minister fixed the broken stained glass window,1,No,27,The lightning struck the golfer.,A,A,No,42.1666,The girl is using a jump rope.,minister,target,12
25,non-by-locative,active,The new graduate joined the software company,The new graduate joined the software company,1,No,9,The man is awoken by the ringing alarm clock.,BP,BP,No,42.1666,The girl is using a jump rope.,graduate,target,14
25,non-by-locative,active,The missing geologist underestimated the volcano,The missing geologist underestimated the volcano,1,No,6,Lightning is striking the church.,A,A,No,42.1666,The girl is using a jump rope.,geologist,target,16
25,non-by-locative,active,The patron destroyed the jukebox in the bar,The patron destroyed the jukebox in the bar,1,No,1,The boy is struck in the head by the ball.,BP,BP,No,42.1666,The girl is using a jump rope.,patron,target,18
25,non-by-locative,active,The princess renovated the palace's old gate,"""The princess renovated the palaces old gate""",1,No,23,The boxer hits the referee. ,A,A,No,42.1666,The girl is using a jump rope.,princess,target,20
25,non-by-locative,non-by-locative,The bum has napped in the bushes,The bum has napped in the bushes,1,No,3,The car runs into the ambulance. ,Other ,Other ,No,42.1666,The girl is using a jump rope.,bum,target,22
25,non-by-locative,non-by-locative,The 747 has landed near the airport control tower,The 747 has landed near the airport control tower,1,No,21,The girl is startled by the jack in the box.,BP,BP,No,42.1666,The girl is using a jump rope.,747,target,24
25,non-by-locative,active,The engineers criticized the monument,The engineers criticized the monument,1,No,19,The girl is kicking the boy.,A,A,No,42.1666,The girl is using a jump rope.,engineers,target,26
25,non-by-locative,non-by-locative,The woman has swum into the jellyfish,The woman has swum into the jellyfish,1,No,5,The tornado is destroying a barn.,A,A,No,42.1666,The girl is using a jump rope.,woman,target,28
25,non-by-locative,non-by-locative,The councilman has strolled past the new building,The councilman has strolled past the new building,1,No,20,The boy gets hit on the head by a falling rock.,BP,BP,No,42.1666,The girl is using a jump rope.,councilman,target,30
25,non-by-locative,active,The foreigner misunderstood the blinking traffic light,The foreigner misunderstood the blinking traffic light,1,No,15,The fireman is rescuing the baby from a burning building.,A,A,No,42.1666,The girl is using a jump rope.,foreigner,target,32
25,non-by-locative,active,The construction worker drove the bulldozer,The construction worker drove the bulldozer,1,No,29,The girl is swimming in the ocean.,Other ,Other ,No,42.1666,The girl is using a jump rope.,worker,target,34
25,non-by-locative,active,The stockbroker impressed the client,The stockbroker impressed the client,1,No,25,The angel is being poked by the demon with a trident.,BP,BP,No,42.1666,The girl is using a jump rope.,stockbroker,target,36
25,non-by-locative,active,The fishermen damaged the buoy,The fisherman damaged the buoy,1,No,8,The man is being stung by a bee.,BP,BP,No,42.1666,The girl is using a jump rope.,fishermen,target,38
25,non-by-locative,non-by-locative,The businessman has waited behind the airline ticket count,The businessman has waited behind the airline ticket count,1,No,10,The man is swimming in the ocean.,Other ,Other ,No,42.1666,The girl is using a jump rope.,businessman,target,40
25,non-by-locative,active,The Dalmatian chased the fire truck,The Dalmatian chased the fire truck,1,No,14,The swimming man is being swallowed by a whale.,BP,BP,No,42.1666,The girl is using a jump rope.,Dalmatian,target,42
25,non-by-locative,non-by-locative,The lumberjack has rested inside the giant redwood tree,The lumberjack has rested inside the giant redwood tree,1,No,2,The man is hit on the head by a falling rock.,BP,BP,No,42.1666,The girl is using a jump rope.,lumberjack,target,44
25,non-by-locative,non-by-locative,The young woman has walked along the lake,The young woman has walked along the lake,1,No,28,"""The wind blows off the mans hat.""",A,A,No,42.1666,The girl is using a jump rope.,young_woman,target,46
25,non-by-locative,non-by-locative,The bag lady has fallen in the revolving door,The bag lady has fallen in the revolving door,1,No,30,"""The ballerina steps on he boxers foot.""",Other ,Other ,No,42.1666,The girl is using a jump rope.,lady,target,48
25,non-by-locative,non-by-locative,The secretary has tripped near the drinking fountain,The secretary has tripped near the drinking fountain,1,No,12,The train has run into the school bus.,Other ,Other ,No,42.1666,The girl is using a jump rope.,secretary,target,50
25,non-by-locative,active,The grandmother liked the flowers,The grandmother liked the flowers,1,No,26,The boy in the sailboat is pulling a girl out of the water.,A,A,No,42.1666,The girl is using a jump rope.,grandmother,target,52
25,non-by-locative,non-by-locative,The scientist has slept under the apple tree,The scientist has slept under the apple tree,1,No,32,The pirate slaps the sailor.,A,A,No,42.1666,The girl is using a jump rope.,scientist,target,54
25,non-by-locative,non-by-locative,The escaping prisoner has hidden below the guard tower,The escaping prisoner has hidden below the guard tower,1,No,13,A dog is chasing a mailman.,A,A,No,42.1666,The girl is using a jump rope.,prisoner,target,56
25,non-by-locative,active,The students tried the new sports complex,The students tried the new sports complex,1,No,11,The policeman has been hit by the ambulance. ,BP,BP,No,42.1666,The girl is using a jump rope.,students,target,58
25,non-by-locative,active,The nymphs saw the waterfall,The nymphs saw the waterfall,1,No,4,The building is being knocked down by the ball and chain.,BP,BP,No,42.1666,The girl is using a jump rope.,nymphs,target,60
